median_income,housing_median_age,latitude,longitude,households,median_house_value
1.9631,44.0,34.01,-118.33,493.0,181300.0
1.95,50.0,34.0,-118.32,675.0,112600.0
2.4583,50.0,34.0,-118.32,469.0,120900.0
2.2054,47.0,34.0,-118.33,317.0,121500.0
2.3333,47.0,34.0,-118.33,173.0,133300.0
0.9304,24.0,34.0,-118.33,308.0,151600.0
2.5909,43.0,33.99,-118.32,394.0,98700.0
1.9779,49.0,33.99,-118.32,283.0,114200.0
2.8542,44.0,33.99,-118.33,364.0,126500.0
3.2083,46.0,33.99,-118.33,286.0,149600.0
4.8125,48.0,33.99,-118.34,297.0,170500.0
2.1875,48.0,33.99,-118.32,280.0,115200.0
3.7167,43.0,33.99,-118.32,232.0,108900.0
2.8274,43.0,33.99,-118.33,545.0,122500.0
3.1731,46.0,33.99,-118.34,305.0,140300.0
2.175,47.0,33.98,-118.32,217.0,114700.0
3.2344,40.0,33.98,-118.32,255.0,104300.0
1.9732,47.0,33.98,-118.32,308.0,101000.0
3.0833,46.0,33.98,-118.32,314.0,103300.0
1.8806,28.0,33.98,-118.33,1046.0,113900.0
1.6477,32.0,33.98,-118.33,476.0,108900.0
1.8472,38.0,33.98,-118.33,721.0,149100.0
2.9643,48.0,33.99,-118.34,401.0,140400.0
2.9315,46.0,33.98,-118.34,414.0,149000.0
4.9531,47.0,33.99,-118.35,371.0,180100.0
3.8235,47.0,33.98,-118.35,426.0,207600.0
1.675,34.0,33.99,-118.34,121.0,166700.0
2.2396,44.0,33.98,-118.32,310.0,108600.0
3.5114,52.0,33.97,-118.32,279.0,138800.0
1.7067,49.0,33.98,-118.32,328.0,118600.0
1.6531,30.0,33.98,-118.33,841.0,118500.0
2.5363,44.0,33.97,-118.33,573.0,158800.0
4.1635,47.0,33.97,-118.33,377.0,156400.0
3.8643,46.0,34.02,-118.36,808.0,195800.0
6.5044,33.0,34.01,-118.36,464.0,350400.0
4.4028,33.0,34.02,-118.37,382.0,246800.0
4.3077,31.0,34.02,-118.38,426.0,140600.0
0.8702,11.0,34.02,-118.33,336.0,170500.0
2.5568,35.0,34.01,-118.34,341.0,312500.0
1.7945,37.0,34.01,-118.34,953.0,106300.0
1.6187,38.0,34.01,-118.34,702.0,266700.0
4.0357,44.0,34.02,-118.34,245.0,187800.0
1.7622,34.0,34.02,-118.35,1035.0,167900.0
1.5143,34.0,34.02,-118.35,1371.0,118800.0
1.4589,27.0,34.02,-118.35,956.0,87500.0
3.6629,33.0,34.01,-118.35,603.0,353200.0
3.5486,35.0,34.01,-118.35,749.0,332100.0
3.25,28.0,34.0,-118.35,558.0,301000.0
1.8818,35.0,33.99,-118.28,311.0,100000.0
1.4625,37.0,33.99,-118.28,464.0,103000.0
2.5547,39.0,33.99,-118.29,236.0,108900.0
1.0516,41.0,33.98,-118.29,370.0,108300.0
1.9375,43.0,33.99,-118.29,363.0,112900.0
1.1645,44.0,33.99,-118.3,283.0,98200.0
2.5437,43.0,33.99,-118.3,329.0,94500.0
1.9556,44.0,33.98,-118.3,321.0,93300.0
1.84,45.0,33.99,-118.3,427.0,91400.0
5.1136,44.0,33.98,-118.31,77.0,111700.0
2.895,49.0,33.99,-118.31,228.0,108000.0
2.0,52.0,33.98,-118.31,343.0,96500.0
3.5982,52.0,33.98,-118.31,295.0,96600.0
1.825,50.0,33.98,-118.31,410.0,106600.0
2.3977,52.0,33.98,-118.31,371.0,112200.0
2.2138,49.0,33.98,-118.32,394.0,119800.0
1.9125,44.0,33.98,-118.29,455.0,97200.0
3.4444,48.0,33.98,-118.29,223.0,93100.0
2.9432,52.0,33.98,-118.3,277.0,94000.0
1.6611,48.0,33.98,-118.3,404.0,95800.0
3.0455,48.0,33.98,-118.3,382.0,102400.0
2.9375,44.0,33.98,-118.3,274.0,95200.0
1.3479,42.0,33.98,-118.29,725.0,100000.0
1.4042,46.0,33.98,-118.29,254.0,110000.0
1.9564,39.0,33.98,-118.28,331.0,92200.0
2.2411,47.0,33.98,-118.28,217.0,93000.0
0.9337,45.0,33.98,-118.28,365.0,92300.0
0.9809,19.0,33.98,-118.28,277.0,121400.0
1.223,30.0,33.98,-118.29,289.0,100000.0
1.689,31.0,33.97,-118.28,281.0,102600.0
1.9219,31.0,33.97,-118.28,521.0,107000.0
1.375,35.0,33.97,-118.28,568.0,100000.0
1.7734,43.0,33.97,-118.29,588.0,107300.0
3.375,46.0,33.97,-118.3,304.0,98500.0
2.0673,44.0,33.97,-118.3,285.0,99800.0
2.6311,42.0,33.97,-118.3,190.0,124100.0
2.1221,50.0,33.97,-118.3,412.0,119400.0
3.2188,52.0,33.97,-118.31,302.0,124200.0
2.7917,47.0,33.97,-118.31,380.0,125800.0
3.725,52.0,33.97,-118.31,288.0,142600.0
3.0917,48.0,33.97,-118.31,312.0,136100.0
2.7401,41.0,33.94,-118.31,250.0,131700.0
3.1346,50.0,33.95,-118.3,314.0,120000.0
3.2708,43.0,33.95,-118.31,342.0,131000.0
4.0043,44.0,33.95,-118.31,316.0,133500.0
4.8295,44.0,33.95,-118.31,411.0,149600.0
3.0682,43.0,33.94,-118.31,394.0,142000.0
1.747,43.0,33.96,-118.31,500.0,121000.0
1.528,43.0,33.96,-118.31,462.0,131800.0
3.4643,46.0,33.96,-118.31,320.0,136300.0
4.0625,48.0,33.96,-118.31,338.0,138700.0
3.5208,48.0,33.97,-118.29,506.0,134200.0
1.4868,36.0,33.96,-118.29,368.0,113200.0
2.8299,43.0,33.96,-118.3,439.0,109500.0
2.6518,39.0,33.96,-118.3,529.0,136300.0
1.2273,41.0,33.96,-118.28,352.0,98400.0
1.6156,34.0,33.96,-118.28,514.0,102100.0
1.6652,34.0,33.97,-118.28,715.0,99000.0
1.3096,31.0,33.96,-118.29,1007.0,116300.0
3.9722,47.0,33.96,-118.3,368.0,117400.0
3.0625,52.0,33.96,-118.31,413.0,127400.0
4.4861,47.0,33.96,-118.31,339.0,140400.0
3.7143,47.0,33.96,-118.31,415.0,140300.0
1.5521,30.0,33.99,-118.26,442.0,97500.0
1.625,30.0,33.98,-118.27,535.0,101500.0
1.5109,38.0,33.99,-118.28,297.0,104000.0
1.8047,41.0,33.99,-118.27,170.0,101800.0
1.575,43.0,33.98,-118.28,311.0,97500.0
1.3042,45.0,33.98,-118.27,429.0,99200.0
1.3801,39.0,33.98,-118.27,570.0,97000.0
2.125,44.0,33.98,-118.27,401.0,92500.0
1.2315,43.0,33.98,-118.26,188.0,98200.0
1.7121,46.0,33.97,-118.26,323.0,98200.0
1.9556,44.0,33.97,-118.26,295.0,96300.0
1.55,46.0,33.97,-118.26,334.0,100600.0
1.5962,46.0,33.97,-118.26,250.0,95700.0
1.64,45.0,33.97,-118.27,366.0,96800.0
1.5521,40.0,33.97,-118.28,631.0,90100.0
2.0754,39.0,33.97,-118.27,630.0,101400.0
1.6027,38.0,33.97,-118.28,499.0,97300.0
1.0208,38.0,33.96,-118.27,292.0,86400.0
2.037,42.0,33.96,-118.27,177.0,92600.0
1.9348,37.0,33.96,-118.28,447.0,99100.0
1.4625,47.0,33.97,-118.26,358.0,94200.0
1.5303,40.0,33.96,-118.26,298.0,95300.0
1.5812,39.0,33.96,-118.26,327.0,94000.0
1.5326,52.0,33.97,-118.26,362.0,90600.0
1.1557,34.0,33.97,-118.27,351.0,90100.0
0.5495,38.0,33.96,-118.27,265.0,91700.0
1.6467,34.0,33.96,-118.27,255.0,90900.0
1.2091,39.0,33.95,-118.27,357.0,97900.0
1.6898,38.0,33.95,-118.26,355.0,95100.0
1.2969,44.0,33.95,-118.26,344.0,94400.0
1.7167,39.0,33.96,-118.26,361.0,100000.0
1.3971,37.0,33.96,-118.26,350.0,89800.0
1.7656,42.0,33.96,-118.28,387.0,96700.0
2.1437,40.0,33.95,-118.28,524.0,94800.0
1.615,42.0,33.96,-118.28,250.0,101300.0
1.8472,39.0,33.96,-118.28,189.0,99100.0
1.5313,23.0,33.96,-118.28,600.0,91400.0
2.0917,35.0,33.95,-118.29,327.0,99300.0
1.6029,32.0,33.95,-118.29,208.0,89700.0
1.5294,39.0,33.96,-118.29,367.0,111400.0
1.9655,40.0,33.95,-118.29,627.0,102300.0
1.9702,39.0,33.95,-118.29,411.0,93200.0
2.7917,43.0,33.94,-118.28,252.0,105600.0
2.3352,34.0,33.94,-118.29,315.0,107700.0
1.5,35.0,33.95,-118.27,490.0,93600.0
1.8814,43.0,33.95,-118.27,299.0,94900.0
1.5268,30.0,33.94,-118.27,270.0,91600.0
1.5714,38.0,33.94,-118.28,162.0,89700.0
1.4103,41.0,33.95,-118.28,192.0,86200.0
1.8798,40.0,33.95,-118.27,236.0,101300.0
2.3365,34.0,33.95,-118.27,221.0,98000.0
2.2946,34.0,33.95,-118.27,303.0,88800.0
2.3056,29.0,33.95,-118.27,322.0,98500.0
1.0375,35.0,33.95,-118.25,273.0,89800.0
2.25,45.0,33.94,-118.26,237.0,93400.0
1.6389,44.0,33.95,-118.26,399.0,96700.0
1.5147,44.0,33.95,-118.26,315.0,94600.0
1.6887,44.0,33.94,-118.26,247.0,99600.0
1.6333,37.0,33.94,-118.25,273.0,94500.0
1.65,41.0,33.94,-118.26,389.0,94200.0
1.5872,38.0,33.94,-118.27,285.0,89800.0
2.0,44.0,33.94,-118.26,167.0,90300.0
1.4917,35.0,33.93,-118.26,406.0,93200.0
2.6458,41.0,33.93,-118.27,121.0,91300.0
2.0789,34.0,33.94,-118.27,171.0,92400.0
1.6645,37.0,33.94,-118.27,178.0,94900.0
1.8191,36.0,33.93,-118.27,347.0,92700.0
1.5256,36.0,33.93,-118.26,225.0,95400.0
1.1326,42.0,33.93,-118.26,293.0,104800.0
2.5,42.0,33.93,-118.25,132.0,110200.0
1.7986,40.0,33.92,-118.26,255.0,98900.0
1.7262,36.0,33.92,-118.27,324.0,88800.0
1.6625,43.0,33.94,-118.27,340.0,88700.0
1.449,30.0,33.94,-118.27,362.0,93100.0
1.1468,39.0,33.94,-118.27,504.0,96900.0
1.4329,21.0,33.93,-118.28,277.0,94100.0
1.1051,32.0,33.94,-118.28,354.0,94200.0
0.8952,9.0,33.94,-118.28,114.0,81300.0
3.0788,44.0,33.94,-118.28,355.0,100000.0
2.5179,42.0,33.93,-118.28,429.0,97400.0
3.3836,43.0,33.93,-118.29,352.0,129900.0
2.5398,47.0,33.94,-118.29,329.0,105700.0
2.0313,41.0,33.93,-118.28,226.0,122600.0
2.875,40.0,33.92,-118.29,433.0,120200.0
2.2778,41.0,33.93,-118.29,168.0,128100.0
1.2098,38.0,33.93,-118.27,470.0,88400.0
1.5114,39.0,33.92,-118.28,277.0,90400.0
2.2969,43.0,33.93,-118.28,79.0,90600.0
3.5833,45.0,33.93,-118.28,120.0,90600.0
0.4999,52.0,33.93,-118.28,45.0,90600.0
2.3333,44.0,33.94,-118.25,312.0,99800.0
1.1434,43.0,33.94,-118.25,334.0,91300.0
0.8527,43.0,33.94,-118.25,231.0,90400.0
0.6831,37.0,33.95,-118.23,683.0,87500.0
1.35,40.0,33.95,-118.24,286.0,89500.0
1.4792,37.0,33.95,-118.24,147.0,97500.0
1.25,36.0,33.95,-118.24,507.0,97400.0
0.9708,21.0,33.95,-118.24,310.0,107600.0
1.5427,28.0,33.95,-118.25,476.0,95700.0
1.6513,37.0,33.95,-118.24,98.0,90200.0
1.1384,25.0,33.95,-118.25,220.0,100000.0
0.9889,40.0,33.93,-118.25,270.0,87500.0
0.9298,36.0,33.93,-118.25,667.0,100000.0
1.1346,42.0,33.93,-118.25,228.0,85400.0
2.0,37.0,33.94,-118.24,233.0,84200.0
2.0769,34.0,33.94,-118.24,144.0,88300.0
1.5132,37.0,33.93,-118.24,248.0,86300.0
1.0625,32.0,33.93,-118.24,219.0,89800.0
0.9705,42.0,33.94,-118.24,100.0,90000.0
1.7212,39.0,33.94,-118.24,265.0,95500.0
2.0187,39.0,33.94,-118.23,234.0,90100.0
2.1607,35.0,33.94,-118.23,263.0,97600.0
2.3333,36.0,33.94,-118.23,302.0,92100.0
1.2679,30.0,33.94,-118.24,204.0,92000.0
1.3,36.0,33.93,-118.23,118.0,87000.0
0.8478,39.0,33.93,-118.23,535.0,104900.0
0.8984,32.0,33.93,-118.24,253.0,88700.0
8.2816,29.0,34.12,-118.39,960.0,500001.0
15.0001,32.0,34.11,-118.4,697.0,500001.0
12.3767,27.0,34.12,-118.42,270.0,500001.0
12.7296,27.0,34.11,-118.43,1352.0,500001.0
7.9835,27.0,34.09,-118.43,197.0,500001.0
9.7449,20.0,34.12,-118.45,1511.0,500001.0
15.0001,36.0,34.09,-118.44,334.0,500001.0
15.0001,46.0,34.08,-118.43,93.0,500001.0
7.1576,52.0,34.08,-118.45,145.0,500001.0
11.8442,31.0,34.1,-118.45,796.0,500001.0
7.8426,35.0,34.08,-118.46,484.0,500001.0
11.1978,32.0,34.1,-118.47,1106.0,500001.0
13.2935,27.0,34.11,-118.49,868.0,500001.0
10.7937,29.0,34.07,-118.48,638.0,500001.0
8.5153,40.0,34.07,-118.48,523.0,500001.0
12.8665,37.0,34.07,-118.48,542.0,500001.0
15.0001,42.0,34.06,-118.49,310.0,500001.0
13.5728,36.0,34.07,-118.49,352.0,500001.0
13.947,29.0,34.11,-118.51,1061.0,500001.0
15.0,39.0,34.05,-118.5,160.0,500001.0
8.1888,37.0,34.09,-118.53,757.0,500001.0
4.825,45.0,34.05,-118.52,311.0,500001.0
6.5147,47.0,34.04,-118.52,340.0,500001.0
11.2866,14.0,34.09,-118.57,1096.0,500001.0
8.565,33.0,34.05,-118.54,1052.0,500001.0
8.8619,41.0,34.04,-118.55,242.0,500001.0
8.2934,34.0,34.03,-118.56,299.0,500001.0
7.3031,24.0,34.06,-118.56,325.0,500001.0
11.4233,21.0,34.06,-118.54,526.0,500001.0
6.0307,35.0,34.03,-118.55,1724.0,500001.0
10.8082,42.0,34.04,-118.52,134.0,500001.0
13.6842,43.0,34.04,-118.52,256.0,500001.0
9.1078,45.0,34.04,-118.53,261.0,500001.0
7.0318,40.0,34.03,-118.53,665.0,500001.0
15.0001,36.0,34.05,-118.5,550.0,500001.0
7.9096,39.0,33.99,-118.55,410.0,500001.0
10.1882,38.0,34.04,-118.51,637.0,500001.0
7.6447,45.0,34.06,-118.47,171.0,500001.0
9.4664,45.0,34.06,-118.47,399.0,500001.0
9.5221,48.0,34.05,-118.48,516.0,500001.0
15.0001,42.0,34.05,-118.49,224.0,500001.0
4.801,26.0,34.06,-118.47,1652.0,500001.0
4.2554,20.0,34.06,-118.46,1442.0,500001.0
3.5909,25.0,34.05,-118.47,663.0,500001.0
3.7721,25.0,34.05,-118.46,1017.0,337500.0
4.6197,21.0,34.05,-118.46,983.0,387500.0
4.7009,22.0,34.05,-118.47,1121.0,500001.0
4.175,27.0,34.05,-118.47,962.0,500001.0
6.7496,36.0,34.05,-118.48,396.0,500001.0
7.0285,45.0,34.05,-118.49,209.0,500001.0
15.0001,46.0,34.08,-118.42,152.0,500001.0
10.3467,34.0,34.07,-118.43,439.0,500001.0
7.7382,38.0,34.07,-118.43,593.0,500001.0
7.1674,26.0,34.07,-118.44,666.0,500001.0
8.9565,35.0,34.07,-118.44,296.0,500001.0
5.5,28.0,34.06,-118.44,867.0,500001.0
2.0511,21.0,34.07,-118.44,224.0,350000.0
2.2857,14.0,34.06,-118.44,213.0,500001.0
1.3125,13.0,34.07,-118.45,1252.0,350000.0
1.583,19.0,34.07,-118.45,1539.0,350000.0
2.2444,20.0,34.06,-118.45,1131.0,500000.0
7.0674,46.0,34.06,-118.46,226.0,500001.0
6.7703,43.0,34.07,-118.46,407.0,500001.0
14.2867,49.0,34.07,-118.46,318.0,500001.0
9.2225,42.0,34.07,-118.46,414.0,500001.0
3.2545,9.0,34.06,-118.44,1450.0,500001.0
4.4674,18.0,34.05,-118.44,1036.0,500001.0
4.7109,32.0,34.05,-118.44,417.0,500000.0
5.7097,15.0,34.05,-118.44,1232.0,316700.0
7.2675,11.0,34.06,-118.43,463.0,500001.0
5.3777,41.0,34.06,-118.43,267.0,500001.0
5.2555,22.0,34.05,-118.43,881.0,500001.0
6.2389,13.0,34.06,-118.44,807.0,500001.0
6.1527,40.0,34.06,-118.42,536.0,500001.0
7.4219,31.0,34.06,-118.43,274.0,500001.0
4.1908,38.0,34.06,-118.43,572.0,500001.0
5.1999,20.0,34.06,-118.43,932.0,500001.0
10.8045,44.0,34.06,-118.42,97.0,500001.0
6.871,52.0,34.06,-118.42,321.0,500001.0
4.8304,38.0,34.05,-118.42,937.0,500001.0
6.7115,52.0,34.05,-118.43,305.0,500001.0
3.9673,24.0,34.05,-118.43,893.0,477300.0
4.1141,20.0,34.05,-118.44,1429.0,305000.0
4.8618,22.0,34.05,-118.44,791.0,500001.0
5.8587,52.0,34.04,-118.43,412.0,494700.0
2.1875,28.0,34.05,-118.45,406.0,181300.0
3.6673,22.0,34.04,-118.45,940.0,283300.0
2.7679,23.0,34.04,-118.45,1241.0,277500.0
2.6509,25.0,34.05,-118.46,1844.0,410000.0
3.7549,23.0,34.05,-118.45,1217.0,275000.0
3.2663,19.0,34.04,-118.46,977.0,337500.0
3.5335,21.0,34.04,-118.47,1420.0,268800.0
3.0173,19.0,34.04,-118.45,915.0,393800.0
3.0069,25.0,34.04,-118.46,699.0,325000.0
3.6976,25.0,34.04,-118.46,784.0,360000.0
3.1235,17.0,34.04,-118.46,758.0,420800.0
3.287,31.0,34.04,-118.46,673.0,348100.0
3.9489,21.0,34.04,-118.45,593.0,360200.0
2.6528,45.0,34.03,-118.45,175.0,300000.0
3.7813,39.0,34.03,-118.45,363.0,336300.0
2.1875,49.0,34.04,-118.44,7.0,225000.0
0.536,16.0,34.04,-118.44,4.0,350000.0
3.0714,31.0,34.04,-118.44,631.0,347800.0
5.2954,52.0,34.04,-118.43,307.0,485100.0
4.925,46.0,34.04,-118.42,273.0,409800.0
4.5833,42.0,34.04,-118.43,516.0,427500.0
5.8758,16.0,34.05,-118.41,1899.0,500001.0
5.0151,33.0,34.05,-118.42,608.0,500001.0
7.8164,52.0,34.05,-118.42,386.0,500001.0
5.0762,26.0,34.05,-118.4,805.0,500001.0
9.272,40.0,34.04,-118.4,282.0,500001.0
12.8483,42.0,34.04,-118.4,190.0,500001.0
8.1484,36.0,34.03,-118.4,269.0,500001.0
3.7277,33.0,34.03,-118.41,363.0,500001.0
8.0239,49.0,34.04,-118.41,106.0,500001.0
4.0283,35.0,34.05,-118.39,554.0,412500.0
5.222,42.0,34.05,-118.39,531.0,500001.0
3.6953,34.0,34.05,-118.4,432.0,500001.0
4.0153,25.0,34.05,-118.39,658.0,460000.0
10.9805,52.0,34.04,-118.41,249.0,500001.0
11.1768,52.0,34.04,-118.41,327.0,500001.0
5.1637,36.0,34.03,-118.41,577.0,500001.0
6.626,51.0,34.04,-118.42,357.0,500001.0
5.6454,52.0,34.04,-118.42,267.0,500001.0
7.3028,45.0,34.04,-118.39,305.0,500001.0
5.5951,44.0,34.04,-118.39,283.0,461300.0
8.5938,43.0,34.04,-118.4,511.0,500001.0
10.4519,43.0,34.05,-118.4,149.0,500001.0
6.6368,42.0,34.05,-118.39,204.0,500001.0
2.2961,35.0,34.04,-118.38,543.0,207700.0
2.7226,31.0,34.04,-118.38,672.0,254200.0
6.2895,45.0,34.04,-118.38,118.0,340400.0
2.0437,36.0,34.04,-118.38,758.0,309100.0
3.4063,39.0,34.04,-118.38,553.0,271600.0
4.125,41.0,34.04,-118.39,30.0,237500.0
4.7386,52.0,34.04,-118.39,289.0,340400.0
3.9038,49.0,34.04,-118.39,269.0,308300.0
3.2228,28.0,34.03,-118.39,481.0,232500.0
3.0574,25.0,34.03,-118.39,914.0,319400.0
3.2222,24.0,34.03,-118.4,287.0,319400.0
6.5669,43.0,34.03,-118.4,199.0,372800.0
2.8418,26.0,34.03,-118.41,1250.0,327300.0
3.116,19.0,34.02,-118.4,2144.0,300000.0
2.4135,27.0,34.02,-118.4,228.0,184400.0
3.1642,24.0,34.03,-118.41,1147.0,366700.0
3.5022,24.0,34.02,-118.41,692.0,281300.0
3.0965,16.0,34.02,-118.41,1752.0,320000.0
3.1415,19.0,34.03,-118.39,437.0,55000.0
3.4058,13.0,34.03,-118.4,1845.0,275000.0
2.9344,36.0,34.03,-118.38,527.0,222100.0
3.7206,39.0,34.03,-118.39,370.0,230900.0
3.1827,43.0,34.04,-118.37,161.0,202800.0
2.767,42.0,34.04,-118.37,382.0,143000.0
2.6402,43.0,34.03,-118.38,246.0,185700.0
2.25,25.0,34.04,-118.37,131.0,333300.0
4.0781,43.0,34.04,-118.37,290.0,289400.0
5.0866,45.0,34.03,-118.42,221.0,427300.0
5.2099,45.0,34.03,-118.43,306.0,373600.0
3.2308,39.0,34.03,-118.43,387.0,340800.0
3.1875,26.0,34.03,-118.43,435.0,372700.0
3.3542,44.0,34.03,-118.42,158.0,344200.0
3.2396,25.0,34.03,-118.44,588.0,352400.0
3.6467,36.0,34.03,-118.43,352.0,346700.0
3.625,37.0,34.03,-118.44,224.0,357600.0
4.2434,37.0,34.03,-118.44,202.0,331000.0
3.125,30.0,34.03,-118.44,274.0,343800.0
3.3482,41.0,34.03,-118.45,304.0,318100.0
4.0231,41.0,34.03,-118.45,481.0,353900.0
4.2411,41.0,34.03,-118.44,251.0,350900.0
6.2583,37.0,34.02,-118.44,321.0,386000.0
4.5795,43.0,34.01,-118.44,240.0,400000.0
5.1708,41.0,34.01,-118.44,228.0,418800.0
5.8666,37.0,34.01,-118.45,228.0,440100.0
6.3516,40.0,34.01,-118.45,229.0,354300.0
6.4755,36.0,34.01,-118.45,417.0,405800.0
4.0429,32.0,34.02,-118.44,461.0,500001.0
5.3403,43.0,34.01,-118.43,247.0,489800.0
6.2917,39.0,34.02,-118.44,617.0,465700.0
3.9091,38.0,34.02,-118.43,368.0,500001.0
8.1631,42.0,34.02,-118.43,242.0,500001.0
4.3906,41.0,34.02,-118.43,514.0,500001.0
4.5278,44.0,34.03,-118.42,156.0,374300.0
3.6019,20.0,34.03,-118.41,1185.0,463600.0
3.6488,21.0,34.02,-118.42,781.0,340800.0
4.9676,34.0,34.02,-118.42,413.0,414100.0
3.1941,28.0,34.02,-118.42,665.0,394700.0
2.2402,34.0,34.02,-118.42,947.0,450000.0
3.3462,34.0,34.02,-118.41,362.0,307000.0
3.1746,22.0,34.02,-118.42,898.0,348800.0
3.4269,26.0,34.02,-118.42,789.0,301900.0
3.725,35.0,34.02,-118.41,420.0,310000.0
3.3955,19.0,34.02,-118.41,1334.0,225000.0
3.0833,27.0,34.02,-118.41,625.0,315500.0
4.7083,33.0,34.01,-118.42,510.0,420100.0
3.5667,32.0,34.01,-118.42,311.0,394000.0
2.697,27.0,34.01,-118.43,1002.0,412500.0
6.4232,41.0,34.01,-118.43,285.0,446600.0
4.7009,31.0,34.01,-118.43,504.0,500001.0
6.0804,42.0,34.01,-118.44,393.0,420000.0
2.599,44.0,34.0,-118.44,341.0,362200.0
4.75,44.0,34.0,-118.44,314.0,355800.0
4.7,39.0,34.0,-118.45,345.0,334700.0
3.875,40.0,34.0,-118.44,311.0,321300.0
3.3995,30.0,34.0,-118.43,559.0,324000.0
3.1579,22.0,34.0,-118.44,1585.0,243100.0
4.1083,41.0,34.0,-118.44,368.0,324300.0
3.099,42.0,34.01,-118.42,362.0,335400.0
3.6611,29.0,34.01,-118.42,449.0,344200.0
3.9798,31.0,34.0,-118.42,410.0,458600.0
2.7058,28.0,34.0,-118.43,1815.0,310900.0
5.6428,43.0,34.01,-118.46,103.0,343100.0
2.918,39.0,34.0,-118.46,1053.0,345600.0
5.1664,37.0,34.0,-118.46,84.0,326700.0
4.7344,36.0,34.0,-118.46,247.0,346900.0
4.2813,39.0,34.01,-118.46,153.0,297200.0
2.7143,38.0,34.0,-118.47,376.0,287500.0
2.288,41.0,34.0,-118.47,537.0,263500.0
2.3542,39.0,34.0,-118.46,159.0,235700.0
2.8417,34.0,33.99,-118.47,526.0,321400.0
2.6042,37.0,34.0,-118.47,737.0,305800.0
2.0714,31.0,33.99,-118.47,330.0,300000.0
2.5938,41.0,33.99,-118.47,270.0,285000.0
2.1471,33.0,33.99,-118.47,198.0,239300.0
2.3417,40.0,33.98,-118.51,587.0,425000.0
2.5523,46.0,33.99,-118.48,590.0,387500.0
3.015,50.0,33.99,-118.47,478.0,414300.0
3.0682,52.0,33.99,-118.47,408.0,412500.0
2.8514,52.0,33.99,-118.47,570.0,358700.0
3.4071,37.0,33.99,-118.47,637.0,267500.0
2.975,24.0,33.99,-118.47,416.0,500001.0
2.2643,52.0,33.97,-118.5,313.0,350000.0
4.1861,52.0,33.99,-118.45,242.0,363200.0
3.5234,52.0,33.99,-118.46,253.0,334700.0
4.0598,44.0,33.99,-118.46,256.0,335900.0
3.6458,44.0,34.0,-118.46,206.0,325800.0
3.875,52.0,34.0,-118.46,194.0,372000.0
4.45,46.0,34.0,-118.45,334.0,348300.0
3.962,43.0,34.0,-118.45,354.0,345800.0
4.575,48.0,34.0,-118.45,433.0,326700.0
2.9722,33.0,33.99,-118.45,713.0,325000.0
3.1607,52.0,33.99,-118.45,424.0,339000.0
3.1992,41.0,33.99,-118.46,268.0,303800.0
4.337,37.0,33.99,-118.46,453.0,360600.0
5.2121,32.0,33.98,-118.46,556.0,466700.0
4.0156,35.0,33.99,-118.46,265.0,500001.0
3.8935,27.0,33.98,-118.46,458.0,500001.0
5.128,29.0,33.97,-118.5,696.0,500001.0
4.5673,45.0,33.99,-118.45,264.0,343100.0
6.0672,26.0,33.99,-118.45,371.0,420800.0
3.8068,19.0,33.98,-118.46,663.0,500001.0
3.8698,19.0,33.97,-118.46,378.0,500001.0
6.1726,18.0,33.97,-118.46,2003.0,500001.0
10.0,19.0,33.97,-118.46,447.0,500001.0
12.0088,16.0,33.96,-118.48,149.0,500001.0
5.8083,10.0,34.0,-118.4,268.0,321800.0
2.8393,35.0,34.0,-118.41,159.0,272000.0
3.191,30.0,34.0,-118.41,880.0,271200.0
2.9338,18.0,34.0,-118.41,456.0,276300.0
3.1603,14.0,34.0,-118.42,978.0,287500.0
3.725,35.0,33.99,-118.42,494.0,284600.0
4.3281,35.0,33.99,-118.43,465.0,324000.0
7.5426,19.0,33.98,-118.43,1538.0,351700.0
2.6667,45.0,33.99,-118.43,415.0,320000.0
4.0189,43.0,33.99,-118.43,493.0,302900.0
4.4228,23.0,33.99,-118.42,1229.0,366900.0
3.6667,3.0,33.98,-118.42,153.0,450000.0
4.875,42.0,33.99,-118.43,541.0,301300.0
4.3333,43.0,33.99,-118.44,303.0,303900.0
1.1985,39.0,33.99,-118.41,777.0,215000.0
4.0893,38.0,33.99,-118.42,194.0,248900.0
4.5521,35.0,33.99,-118.42,394.0,263800.0
2.7153,35.0,34.0,-118.41,307.0,265500.0
3.6538,36.0,33.99,-118.41,215.0,276100.0
2.825,39.0,33.99,-118.4,356.0,276700.0
3.9727,33.0,33.98,-118.41,735.0,307200.0
6.2673,38.0,33.97,-118.39,180.0,357200.0
7.4897,43.0,33.97,-118.38,434.0,362600.0
6.235,44.0,33.97,-118.39,185.0,361400.0
5.1333,43.0,33.97,-118.39,506.0,345900.0
6.5778,46.0,33.97,-118.39,335.0,350800.0
5.8143,45.0,33.96,-118.39,263.0,340700.0
3.625,45.0,33.96,-118.39,292.0,329400.0
3.0927,40.0,33.98,-118.36,231.0,316000.0
4.3438,39.0,33.98,-118.37,73.0,331800.0
3.3889,32.0,33.97,-118.37,1544.0,285700.0
6.1333,37.0,33.97,-118.41,266.0,387200.0
5.5941,44.0,33.97,-118.41,360.0,363500.0
6.8197,44.0,33.96,-118.4,320.0,363600.0
6.0286,44.0,33.96,-118.41,282.0,356000.0
6.2022,43.0,33.97,-118.41,232.0,365900.0
